DATA,COMENTÁRIO,SENTIMENTO
2019-07-14,"lixo total! não vai ligar corretamente para Samsung saúde, adicionar alimentos e eles desaparecem !! Não há incômodo crianças! escolher um diferente",0
2019-07-14,"O aplicativo mantém pedindo para ""Salvar objetivos"" e para as preferências de e-mail em um loop, não pode controlar adequadamente com este bug",0
2019-07-14,Fui alertado ontem pela Capital One que minhas informações de login para este aplicativo foi encontrado na web escuro,0
2019-07-14,"Isso não é legal, e eu quero minha conta desligar imediatamente",0
2019-07-14,Por que não foi notificado sobre uma violação de segurança comprometer minhas informações?,0
2019-07-14,Você está arruinando a minha vida,0
2019-07-14,"Mesmo após a recente atualização, o aplicativo ainda está congelando cada minuto",0
27 de abril de 2021,Aplicativo simples fácil de usar ,1
22 de abril de 2021,O app é muito bom,1
17 de abril de 2021,O aplicativo é muito bom em vários aspectos,1
10 de abril de 2021,Aplicativo excelente para criar as metas de leitura e estabelecer um cronograma tanto do que está sendo lido no momento como o que será lido,1
30 de abril de 2021,A interface é boa e simples,1
21 de abril de 2021,Fantástico,1
21 de abril de 2021, O aplicativo é muito bom muito bom mesmo,1
21 de abril de 2021, Um dos pontos que mais gostei é que recebo recomendações de livros com base no meu gosto literário e isto é ótimo,1
3 de abril de 2021,Um aplicativo sensacional para nós que gostamos de leitura,1
3 de abril de 2021, Excelente sem falar sobre a fácil pesquisa dos títulos,1
14 de abril de 2021,Este app tem me ajudado a retomar o hábito da leitura,1
28 de março de 2021,Eu já indiquei o aplicativo para muitos conhecidos realmente acho um bom aplicativo sem bugs e um layout convidativo,1
12 de abril de 2021, A organização e ajustes da métrica de leitura é excelente,1
17 de abril de 2021,é bom e útil e muito simples,1
6 de março de 2021,É bem interessante e legal para quem gosta de leitura,1
24 de março de 2021,O app é maravilhoso muito bom para quem quer organizar o hábito de leitura,1
24 de março de 2021, É bastante positivo poder estabelecer as metas cronometrar o tempo de leitura avaliar e várias outras ferramentas que o app proporciona para os amantes da leitura,1
27 de fevereiro de 2021,Gosto muito do app,1
27 de fevereiro de 2021, É interessante poder acompanhar suas leituras de modo mais amplo lembrar de alguns livros que leu e planejar os próximos sempre numa perspectiva de progresso de seguir avançando,1
27 de fevereiro de 2021, Isso é especialmente bom pra quem lê mais de um livro simultaneamente e serve como estímulo para t… Resenha completa,1
27 de abril de 2021,Muito útil e têm me auxiliado bastante com minhas metas literárias,1
10 de fevereiro de 2021,Ótimo aplicativo,1
15 de abril de 2021,Ótimo para quem gosta de organização e tem dificuldade em se lembrar dos livros já lidos,1
15 de abril de 2021, Impecável,1
13 de março de 2021,Estou gostando muito do app está me ajudando a organizar melhor minha vida literária,1
13 de março de 2021,App realmente muito bom,1
13 de março de 2021, Está ajudando muito nas minhas leituras e agradeço profundamente por causa disso,1
15 de fevereiro de 2021,Tem sido uma experiência ótima pra quem precisa ler muito em pouco tempo (caso de pós-graduações por exemplo),1
6 de fevereiro de 2021,Acho incriveo esse app muito bom facil e pratico pra organizar suas leituras,1
10 de março de 2021,Adoro o aplicativo tem a interface limpa e é muito funcional duas características que me atraíram muito no app além de a página inicial do app serem os meus livros não conteúdos externos,1
27 de março de 2021,Para simplesmente organizar as leituras é muito bom,1
12 de abril de 2021,App muito bom,1
22 de março de 2021,É muito bom pra conseguir organizar os livros que você quer ler os que já leu em quanto tempo,1
22 de março de 2021, Eu consegui melhorar muito meu hábito de leitura com a ajuda desse aplicativo,1
11 de junho de 2020,Muito bom,1
9 de junho de 2020,Baixei hoje e estou gostando bastante,1
9 de junho de 2020, Estimula a leitura quando você começa a registrar o que leu e tal,1
15 de janeiro de 2020,Gostei muito do app,1
5 de agosto de 2020,Excelente App ajudou a organizar muito minha rotina de livros,1
23 de janeiro de 2020,Super útil para o controle da vida de leituras,1
23 de janeiro de 2020, Estou amandooooo ❤,1
4 de novembro de 2020,app mto bom,1
17 de janeiro de 2020,Incrível pra pessoas organizadas esse app é muito bom,1
11 de outubro de 2020,Estou gostando muito tem várias funcionalodades para leitura,1
4 de fevereiro de 2020,Ótimo app para acompanhar leituras,1
14 de maio de 2020,Ótimo,1
3 de maio de 2020,Muito prático para entender meus hábitos de leitura,1
21 de janeiro de 2020,Ótimo App,1
30 de março de 2020,O app é fantástico até às notificações nos motiva a ler,1
20 de junho de 2020,Muito bom,1
28 de março de 2020,Adorei,1
21 de abril de 2020,Melhor aplicativo que existe,1
22 de junho de 2020,A finalidade é ajudar a organizar o tempo de leitura diário gostei muito,1
17 de abril de 2020,Muito bom,1
11 de abril de 2020,Ótimo,1
17 de janeiro de 2020,Estou amando muito,1
17 de janeiro de 2020, Melhor ferramenta que encontrei até hoje para acompanhar minhas leituras,1
7 de janeiro de 2021,Incrível,1
1 de junho de 2020,Excelente muito prático e motivador pelo fato de registrar o que está sendo lido,1
19 de fevereiro de 2020,muito bom amei,1
11 de abril de 2020,Excelente para manter as leituras em dia,1
17 de junho de 2020,Excepcional,1
23 de novembro de 2020,Tem muitos livros que eu procurei e achei,1
23 de novembro de 2020,No MOMENTO tô gostando do app,1
4 de abril de 2020,Muito bom controlar o que se lê e pegar novas dicas,1
17 de julho de 2020,Muito bom,1
8 de março de 2020,Maravilhoso,1
14 de janeiro de 2020,Muito util e ajuda muito a se organizar e ter vontade de ler,1
1 de julho de 2020,Acabei de baixar e já estou achando SUPER ÚTIL,1
1 de julho de 2020, Super recomendo,1
1 de fevereiro de 2020,Muito bom o app,1
2 de fevereiro de 2020,Excelente aplicativo,1
23 de janeiro de 2020, O app é muito bonito,1
13 de dezembro de 2020,Estou adorando o aplicativo,1
9 de janeiro de 2020,O app é ótimo para organizar suas leituras descobrir livros novos e pode até mesmo calcular o tempo que se demoraria para ler certo livro,1
9 de janeiro de 2020, Tem uma estética bonita conquistas e várias outras opções ótimas,1
9 de janeiro de 2020, Recomendo muito,1
20 de janeiro de 2020,Eu adorei esse appele me ajuda a garantir a minha leitura em dia e eu super recomendo aos leitores,1
25 de maio de 2020,Legal demais,1
9 de janeiro de 2020,Muito bom,1
9 de janeiro de 2020, Colocando a pilha de leitura em dia,1
11 de maio de 2020,Maravilhoso,1
4 de maio de 2020,O app é bom gostoso de usar bem fácil de encontrar sessões adicionar livros,1
16 de janeiro de 2020,Incrível,1
16 de janeiro de 2020, Extremamente organizado e útil,1
10 de dezembro de 2020,Aplicativo muito bom ajudar a não se perder nas páginas e o mantém atualizado em questão de quanto tempo falta para finalizar a leitura ☺️,1
9 de março de 2020,Muito organizado e bem útil e único,1
15 de junho de 2020,Ótimo,1
20 de fevereiro de 2020,Um ótimo aplicativo que incentiva o hábito de leitura muito bom,1
7 de janeiro de 2020,Estou tendo uma ótima experiência,1
6 de janeiro de 2020,Amando,1
27 de dezembro de 2019,Maravilhoso,1
4 de abril de 2020,Eu amo esse aplicativo,1
16 de fevereiro de 2020,A forma de como usamos o app é bem simples e funcional,1
15 de janeiro de 2021,Muito bom,1
31 de janeiro de 2020,Ótimo app,1
15 de janeiro de 2020,Ótimo aplicativo muito funcional,1
15 de janeiro de 2020, Simplicidade para cumprir o prometido,1
22 de dezembro de 2020,Adorei o appotimo para oranizar sua leitura e encontrar novos livros,1
9 de dezembro de 2019,O aplicativo é simplesmente perfeito não há outra forma de descrever apesar de estar passando por instabilidades o único erro que notei foi o alarme de leitura não funcionar muito bem,1
9 de dezembro de 2019, O app também me ajudou demais a organizar as minhas leituras super recomendo,1
8 de julho de 2020,Muito bom,1
4 de janeiro de 2021,Amei consegui organizar meus livros,1
20 de novembro de 2020,Esse App é incrível te ajuda com metas e te ajuda a melhorar na leitura,1
20 de novembro de 2020, Ele é tudo,1
9 de janeiro de 2020,Adorei o objetivo do app e de fato tem me ajudado a manter a leitura em dia (pois de tempos em tempos o app vem me cobrar sobre os livros),1
29 de junho de 2020,Amo este App,1
13 de novembro de 2020,Muito prático e de fácil entendimento,1
10 de março de 2020,Muito bom ter voltado o âmbito da leitura,1
10 de março de 2020, Tou amando,1
27 de setembro de 2020,Esse app é maravihoso,1
27 de setembro de 2020, Melhor forma de organizar suas leituras de forma prática e simples,1
29 de dezembro de 2020,Aplicativo muito bom serve bem para acomoanhar as leituras,1
19 de abril de 2020,Show de bola,1
1 de maio de 2020,Top,1
28 de agosto de 2020,Adorei,1
25 de fevereiro de 2020,A cabeceira se tornou maravilhosa ainda mais agora com a opção de cadastrar os livros,1
14 de janeiro de 2020,O app é muito bom mas as recomendações de livros poderiam ser de acordo com os livros que eu já li e com as avaliações que eu fiz do livros,1
14 de janeiro de 2020,Muito organizado e estimula a leitura,1
6 de janeiro de 2020,Recomendo,1
16 de dezembro de 2020,Amei,1
16 de dezembro de 2020, Muito bom para organizar minhas leituras,1
16 de dezembro de 2020, Estou lendo a saga Harry Potter e o Cabeceira está me ajudando muito,1
20 de novembro de 2020,Incrível pra organizar as leituras atuais e futuras,1
12 de dezembro de 2019,Lindíssimo Lacraste,1
3 de setembro de 2020,Muito bom super organizado e fácil de usar,1
2 de janeiro de 2021,Amando esse app tá me ajudando muito a organizar minhas leituras,1
15 de setembro de 2020,É excelente,1
28 de abril de 2020,Gostei bastante ajuda a organizar as leituras e tem um design prático,1
8 de junho de 2020,Muito bom,1
8 de junho de 2020, Ótimo para organizar a leitura lista de desejos avaliar leitura,1
8 de junho de 2020, Simplesmente ótimo,1
8 de junho de 2020, Parabéns aos desenvolvedores,1
17 de novembro de 2020,Bom demais,1
30 de março de 2020,Muito bom o scan de código dos livros funciona muito bem app de fácil acesso e várias ferramentas legais,1
20 de fevereiro de 2020,Melhor app para organizar a leitura do dia a dia,1
20 de fevereiro de 2020, Super recomendo,1
21 de outubro de 2020,Muito bom para quem está lendo livro e tem meta de terminar bom também por conta que tem todos os livros,1
3 de junho de 2020,Até o momento estou bem satisfeito com o app,1
5 de janeiro de 2021,Perfeito,1
2 de março de 2020,Eu amo esse aplicativo,1
2 de março de 2020, É o melhor ever Ele é perfeito pra organizar as leituras os livros que eu quero ler e ver os que já terminei,1
22 de janeiro de 2020," Talvez uma aba """"""""minha biblioteca"""""""" ou algo do tipo ajudaria no controle dos livros que temos na coleção",1
14 de janeiro de 2021,Ótimo,1
16 de julho de 2020,Gostei,1
2 de janeiro de 2021,Perfeito,1
2 de janeiro de 2021, Está me ajudando muito a retornar o hábito da leitura e de uma maneira totalmente organizada,1
29 de novembro de 2020,MDS esse app ajuda muito a pessoa a sentir prazer em ler OMG,1
29 de novembro de 2020, Gostei muito,1
24 de maio de 2020,Excelente app para quer gostar de ler muito,1
15 de janeiro de 2020,ótimo aplicativo me ajudou a organizar minhas leituras e criar metas para ler mais,1
15 de janeiro de 2020, recomendo,1
24 de dezembro de 2019,Muito bom,1
6 de janeiro de 2020,Maravilhoso,1
6 de janeiro de 2020, Me conquistou no primeiro dia,1
6 de janeiro de 2020, Sua dinâmica de média de tempo pra conclusão é excelente e o método de pesquisa eficaz (alguns livros só aparecem na versão original não interferindo a experiência de forma alguma),1
13 de janeiro de 2021,O MEU APP PREFERIDO,1
13 de janeiro de 2021, Amo,1
13 de janeiro de 2021, Não vivo sem,1
23 de junho de 2020,App muito bom tem me ajudado com as minhas leituras,1
20 de abril de 2020,Ótimo,1
28 de fevereiro de 2020,é o meu aplicativo favorito para acompanhar minhas leituras e finalmente ter o controle fácil de usar,1
28 de fevereiro de 2020, amei,1
8 de agosto de 2020,Adorei 👏 achei muito fácil como registrar meus livros físicos e poder ter uma organização melhor de leitura ,1
8 de agosto de 2020, Muito útil o melhor de tudo sem anúncios,1
6 de junho de 2020,Ótimo e prático para organizar as memórias de leituras,1
30 de abril de 2020,Amando de mais ,1
16 de abril de 2020,Eu adoro esse aplicativo ele auxilia muito na organização da nossa leitura,1
21 de fevereiro de 2020,Sensacional ,1
25 de abril de 2020,Melhor aplicativo da vida,1
25 de abril de 2020, Com ele consigo organizar as minhas leituras de uma forma mais motivacional,1
7 de março de 2020,Muito bom,1
7 de março de 2020, Estou gostando,1
11 de janeiro de 2020,Achei sensacional a forma como ele calcula o tempo de leitura para terminar o livro,1
11 de janeiro de 2020, Estão de parabéns,1
1 de novembro de 2020,App maravilhoso,1
1 de novembro de 2020, Recomendo demais,1
14 de novembro de 2020,Excelente 👏,1
2 de setembro de 2020,Gostei bastante do app,1
2 de setembro de 2020, O modo como ele te ajuda a se organizar mais no quesito livro é excelente,1
2 de setembro de 2020, Além dele proporcionar desafios de leitura o que te faz querer ler mais livros em menos tempo e melhora seu vocabulário além de conhecer mais histórias,1
24 de agosto de 2020,Ótimo,1
24 de agosto de 2020, Ajuda bastante na organização,1
24 de agosto de 2020, Gostei bastante,1
7 de junho de 2020,Com a Cabeceira eu consigo organizar minhas leituras com mais clareza,1
9 de agosto de 2020,O app é incrível e deixa tudo mais organizado,1
25 de maio de 2020,Está me servindo bem nesse primeiro dia,1
25 de maio de 2020, Organiza legal,1
7 de janeiro de 2020,Super recomendo,1
19 de abril de 2020,Aplicativo simples mas que entrega muito bem o que promete,1
16 de janeiro de 2020,Eu adorei o app é muito simples de usar e ajuda muito pra organizar nossas leituras,1
16 de janeiro de 2020, A opção de recomendação de livros é minha favorita,1
18 de maio de 2020,É um incentivo a leitura,1
18 de maio de 2020, Amei,1
12 de agosto de 2020,muito bom não tive problemas com o aplicativo ainda,1
23 de janeiro de 2020,EXCEPCIONAL,1
11 de fevereiro de 2020,Bastante minimalista e mesmo assim uma grande ferramenta para gerenciar os livros,1
25 de novembro de 2020,Impulsionador,1
25 de novembro de 2020, Traz a mim mais vontade e comprometimento de ler e de superar minhas conquistas nisto,1
13 de março de 2020,Ótimo,1
17 de outubro de 2020,Muito legal,1
17 de outubro de 2020, Tô adorando fazer a lista de livros lidos 😍,1
3 de setembro de 2020,Muito bom,1
20 de dezembro de 2020,Tô gostando,1
14 de agosto de 2020,O app é simplesmente perfeito,1
20 de janeiro de 2020,Muito bom,1
21 de agosto de 2020,Muito bom consigo organizar melhor minhas leituras,1
23 de dezembro de 2019,Ideal pra quem quer organizar leituras,1
13 de dezembro de 2019,Perfeito só isso baixa e comprova,1
14 de abril de 2020,Extremamente útil e intuitivo,1
29 de março de 2020,Ótima,1
1 de janeiro de 2021,Maravilhoso,1
8 de abril de 2020,Perfeito,1
8 de abril de 2020, Me ajudou muito na organização,1
3 de janeiro de 2020,Ótimo aplicativo,1
27 de janeiro de 2020,Bom,1
18 de dezembro de 2019,Perfeito,1
6 de agosto de 2020,Nossa que super App eu amei demais me ajuda muito a organizar os livros lidos e os o que vou ler no futuro,1
6 de agosto de 2020, Parabéns aos desenvolvedores amei muito 😍😍😍apaixonada pelo App,1
6 de agosto de 2020, Baixem sem međo,1
21 de julho de 2020,Muito bom,1
8 de dezembro de 2019,Perfeito,1
25 de agosto de 2020,Um excelente App para os amantes de literatura,1
31 de outubro de 2020,Muito bom o aplicativo super recomendo ,1
15 de abril de 2020,Acabei de baixar,1
15 de abril de 2020, Embora eu não ache justo digo que até agora só achei estranho alguns livros da UNESP serem encontrados e outros não por ISBN,1
23 de abril de 2020,Estou amando,1
30 de outubro de 2020,Um ótimo app pra organizar a leitura 😁,1
17 de janeiro de 2020,Maravilhoso,1
17 de janeiro de 2020, Está me ajudando muito a voltar para o meu hábito de leitura diária,1
11 de junho de 2020,Muito bom o aplicativo ajuda a manter uma organização melhor em relação aos livros já lidos,1
9 de maio de 2020,Adorei muito,1
2 de junho de 2020,Me motiva a manter o ritmo de leitura,1
2 de janeiro de 2021,Ótimo aplicativo perfeito para organização e planejamento de leituras,1
17 de maio de 2020,Muito bom,1
18 de maio de 2020,Muito bom,1
17 de janeiro de 2021,Muito bom,1
22 de abril de 2020,Ótimo App para leitores ♡,1
14 de maio de 2020,Excelente aplicativo um bom incentivo a quem desejar retomar ou criar o hábito da leitura 🙂,1
5 de julho de 2020,Muito bom,1
10 de abril de 2020,Estou adorando este app,1
10 de abril de 2020, Recomendo,1
13 de abril de 2020,Maravilhoso,1
13 de abril de 2020, Me ajuda muito,1
4 de junho de 2020,Amei,1
2 de agosto de 2020,Ótimo para organizar leituras,1
10 de maio de 2020,Ótimo para organizar as leituras♡,1
15 de agosto de 2020,Excelente app,1
28 de dezembro de 2019,Eu amei esse App ❤,1
20 de abril de 2020,Melhor app pra leitura,1
21 de maio de 2020,Muito bom e me ajudou a descobrir novos livros e estou lendo mais livros com ele,1
26 de março de 2020,Otimo app me ajudou bastante estou me organizando com a leitura e lendo mais ❤,1
6 de julho de 2020,Eu gosto da interface,1
6 de julho de 2020, É simples bonita e prática,1
4 de maio de 2020,Muito Bom,1
11 de março de 2020,Muito bom App,1
7 de fevereiro de 2020,Ótimo,1
7 de fevereiro de 2020, Precisava de um aplicativo desses,1
26 de agosto de 2020,Achei muito bom ,1
26 de agosto de 2020, Bom para ter ideia de quantos livros você já leu ( sem contar que achei o negócio de escanear o código o máximo) e quantos livros quer ler,1
26 de agosto de 2020, Além de dar dicas de livros ,1
26 de agosto de 2020, AMEI,1
28 de dezembro de 2019,APP INCRÍVEL,1
11 de março de 2020,Muito legal e prático amei 😍,1
26 de março de 2020,Ótimo pra me organizar estou amando,1
8 de janeiro de 2020,Muito prático e design lindo :),1
16 de janeiro de 2020,Simplesmente divino amo muito,1
19 de setembro de 2020,um ótimo organizador de leitura estou gostando muito,1
13 de outubro de 2020,Por enquanto está tudo bem,1
24 de dezembro de 2019,Parabéns e um app muito bom gostei muito te insentiva a ler conta o tempo que vc demora para ler depois ele calcula e vê quantas páginas faltam para terminar o livro e quanto tempo falta tem todos os livros do mundo no aplicativo,1
24 de dezembro de 2019, Amei supre indico pode baixar q não vai se arrepender 👍,1
16 de abril de 2020,Interessante,1
16 de abril de 2020, Boas recomendações de leitura e fácil de usar,1
21 de julho de 2020,Muito bom para organizar os livros que li e quero ler,1
21 de julho de 2020, Genial recomendo bastante,1
20 de setembro de 2020,Massa 👍🏽,1
26 de janeiro de 2020,Estou adorando o app ele incentiva muito a leitura nos animando a pegar o livro e dar mais umas espiadas sempre que possível,1
26 de agosto de 2020,Ótimo aplicativo,1
28 de abril de 2021, É ótimo para vizualizar sua atividade físicaver os progressos propor metas,1
28 de abril de 2021, Incentiva a pessoa a continuar,1
28 de abril de 2021, Vamos ver daqui umas semanas como seráespero que continue como estar,1
28 de abril de 2021, excelente,1
4 de maio de 2021,App muito bom,1
4 de maio de 2021, Fácil de usar interface bonita e ótimo rastreamento,1
29 de abril de 2021,Uso a muito tempo o app sou fã dele gosto e recomendo funciona perfeitamente tenho meta diária e me ajudou muito na perda de peso,1
13 de maio de 2021,Bem fácil de utilizar,1
13 de maio de 2021, Muito legal pra acompanhar o gasto diário de caloria,1
30 de abril de 2021,App mto bom mais acho que eles podiam baixar o preço do Premium por que é mais de 6000 por mês e é mto caro,1
30 de abril de 2021, Fora isso o app é mto bom,1
12 de maio de 2021, Vale a pena por enquanto,1
22 de abril de 2021,Uso a pouco tempo mas estou gostando,1
22 de abril de 2021, Eficiente e discreto,1
22 de abril de 2021, Sempre quis saber detalhes da minha caminhada e agora eu consegui,1
22 de abril de 2021, Bom pra controlar o fluxo da caminhada sua periodicidade e a queima de gordura,1
13 de maio de 2021,Olá boa tarde primeiro parabenizar os desenvolvedores pelo app ótimo prA minha esperiencia e ótimo,1
14 de maio de 2021,Aplicativo preciso na contagem do tempo e dos passos,1
13 de maio de 2021,Muito prático e fácil de usar,1
4 de maio de 2021,Muito prática e fácil de compreender,1
18 de março de 2021,É um excelente aplicativomarca corretamente à kilometragem e conta os passos com precisão,1
18 de março de 2021,Estou muito feliz e grato aos desenvolvedores do mesmo,1
18 de março de 2021, GRATIDÃO 😊❤🙌🏃‍♂️,1
21 de abril de 2021,Excelente aplicativo adoro as notificações q sempre me ajudam a lembrar de evitar o sedentarismo,1
21 de abril de 2021,Estou curtindo bastante esse App,1
21 de abril de 2021, Sinto-me mais animada para caminhar depois que o instalei,1
23 de abril de 2021,Estou gostando bastante desse app estou usando ele a 14 dias e é ótimo para se ter uma média de quando a gente anda,1
12 de maio de 2021,Muito bom,1
12 de maio de 2021, Facil de usar e bem preciso ,1
26 de fevereiro de 2021,Gosto muito do App,1
26 de dezembro de 2020,Muito bom a maioria dos aplicativos precisa do relógio aquele smartwatch esse não precisa fora que ele coloca metas pra vc além de ele ser super fácil de usar,1
23 de abril de 2021,Gostei muito desse App,1
23 de abril de 2021, Fácil de utilizar muito prático e completo,1
27 de março de 2021, Me surpreendeu,1
1 de abril de 2021,Melhor aplicativo do gênero,1
1 de abril de 2021, Interface simples de mexer,1
23 de abril de 2021,App excelente,1
23 de abril de 2021, até o momento tem atendido bem minhas expectativas,1
23 de março de 2021,Ótimo não sou crítico de pedometro mas ele faz oq promete e mais ,1
23 de março de 2021, Possui conquistas o que é ótimo e motiva ainda mais,1
15 de dezembro de 2018,Ótimo,1
19 de maio de 2020,Ótimo ❤❤❤ super recomendo,1
8 de dezembro de 2019,Otimo,1
13 de janeiro de 2019,muito bom,1
13 de janeiro de 2019, excelente aplicativo,1
10 de janeiro de 2020,Excelente App,1
19 de agosto de 2020,Bom,1
17 de julho de 2018,Tem tudo o que eu precisava Adorei,1
18 de julho de 2018,Muito bom,1
15 de novembro de 2020,Excelente até agora,1
30 de setembro de 2020,Legal diferente,1
27 de março de 2018,Ótimo App,1
27 de março de 2018, Usei hoje pela primeira vez e estou gostando muito,1
22 de abril de 2018,Adorei,1
22 de abril de 2018, facil de usar e preciso na contagem dos kms ,1
5 de junho de 2020,Muito bom ,1
21 de junho de 2020,Muito bom,1
3 de novembro de 2018,Melhor apo,1
3 de fevereiro de 2020,Este aplicativo é excelente,1
3 de fevereiro de 2020, Nos ajuda muito,1
3 de dezembro de 2020,Sensacional,1
5 de novembro de 2018,Simples e prático,1
25 de outubro de 2019,Excelente,1
25 de outubro de 2019, Esta me ajudando muito a controlar meu sedentarismo,1
25 de outubro de 2019, Indico com certeza,1
6 de outubro de 2020,Ótimo,1
9 de julho de 2020,Bom app,1
7 de dezembro de 2020, nice,1
7 de dezembro de 2018,Maravilhoso,1
14 de julho de 2020,Bastante top,1
21 de maio de 2019,muito bom,1
15 de fevereiro de 2020,Amei porque ele conta os passos e tbm tem varios desafios para andar e emagrecer ja diminiui 1 quilo,1
13 de agosto de 2020,Aparenta ser um bom app estou gostando muito recomendo,1
21 de março de 2019,excelente aplicativo,1
26 de junho de 2020,To adorando,1
26 de junho de 2020, Caminho na esteira e funciona perfeiramente,1
6 de janeiro de 2019,adorei com esse aplicativo consigo ter o controle de caminhar o tempo certo para perder peso certo,1
23 de novembro de 2020,Muito boa 🙂,1
12 de outubro de 2020,Top,1
3 de janeiro de 2021,Excelente app fácil de usar e funciona de verdade,1
19 de maio de 2019,aplicação fenomemal ate agora 5 estrelas,1
16 de novembro de 2020,Excelente aplicativo,1
31 de julho de 2019,serve perfeitamente para p destino a que se presta,1
29 de julho de 2020,Bom,1
21 de setembro de 2018,Muito bom,1
8 de setembro de 2020,Ótimo,1
7 de dezembro de 2020,Bom demaiiiis,1
29 de setembro de 2019,Bom Bom Bom,1
5 de agosto de 2019,melhor impossível,1
29 de outubro de 2018,Muito bom,1
26 de junho de 2019,Excelente,1
1 de março de 2018,Gente ,1
1 de março de 2018, Funciona ofline tudo de bom,1
10 de setembro de 2020,Muito bom,1
25 de novembro de 2020,Top,1
14 de setembro de 2018,Amei super-funciona meus avós tem maravilhoso,1
19 de maio de 2020,Excelente,1
5 de maio de 2019,muito bom conta os passos certo,1
1 de fevereiro de 2019,muito bom,1
8 de janeiro de 2021,Ate agora tou a gostar,1
9 de maio de 2019,bom app,1
17 de junho de 2020,Bom,1
6 de novembro de 2018,Eficaz para o que foi projetado,1
10 de agosto de 2020,Muito bom,1
29 de junho de 2018,Muito bom,1
22 de maio de 2019,muito bom esse aplicativo,1
15 de dezembro de 2019,Muito bom,1
7 de janeiro de 2021,Simples e eficiente muito bom,1
27 de outubro de 2019,Muito bom,1
31 de dezembro de 2018,muito prático,1
10 de setembro de 2020,Comecei hoje,1
9 de setembro de 2020,Bom,1
19 de junho de 2020,muito bom,1
13 de junho de 2019,otimo gostei demais muito bom mesmo ta me ajundo bastante,1
13 de dezembro de 2020,Gosto muito,1
13 de dezembro de 2020, Informações precisas e fáceis de interpretar,1
6 de fevereiro de 2019,otimo,1
14 de janeiro de 2020,perfeito,1
19 de novembro de 2020,Mto bom,1
13 de junho de 2020,Bom,1
28 de abril de 2020,Ameiiii,1
2 de janeiro de 2020,Bom app,1
20 de dezembro de 2020,É bom faz bom acompanhamento,1
14 de janeiro de 2021,Bom excelente,1
11 de outubro de 2018,Adorei,1
30 de maio de 2018,Muito bom,1
19 de junho de 2020,Muito bom,1
27 de dezembro de 2019,Funciona bem a contagem dos passos,1
30 de outubro de 2020,Primeiro dia muito bom app espero continuar que o app me ensentive cada vez mais ,1
12 de maio de 2019,Bom,1
26 de agosto de 2020,Amei ele é super legal,1
18 de abril de 2020,Muito funcional,1
18 de abril de 2020, Obrigado a quem se deu o trabalho de produzir,1
19 de julho de 2020,Super indico,1
27 de outubro de 2018,Ótimo aplicativo para quem quer ter um acompanhamento de suas caminhadas,1
8 de agosto de 2018,Iniciei agora o uso e gostei principalmente da informação direta na tela inicial,1
23 de setembro de 2020,Bom,1
8 de novembro de 2020,Boa,1
16 de junho de 2020,Ótimo amei,1
7 de fevereiro de 2019,app ótimo,1
7 de fevereiro de 2019, vale a pena baixar e ter no bolso,1
5 de setembro de 2020,Top,1
4 de agosto de 2020,Muito bom,1
19 de setembro de 2020,Bom,1
15 de novembro de 2019,Ótimo,1
1 de maio de 2020,Muito bom Ajuda a controla sua caminhada Ainda anima dia de amanhã em conquista suas fases,1
6 de novembro de 2019,Otimo,1
27 de agosto de 2019,Top,1
7 de janeiro de 2020,Estou testando ainda mas o pouco que já uso estou adorando,1
24 de novembro de 2020,Gostei,1
8 de março de 2019,muito bom,1
14 de janeiro de 2020,Muito bom e ajuda vc ter organização no seu esporte,1
14 de janeiro de 2020,abraços e sucessos,1
22 de julho de 2020,Excelente,1
17 de setembro de 2020,Gostei muito desse aplicativo de contagem de passos,1
17 de janeiro de 2021,Daora,1
14 de janeiro de 2021,Muito bom,1
19 de abril de 2019,muito bacana mesmo facil de usar aprovado,1
18 de setembro de 2020,Muito bom,1
9 de agosto de 2020,Otimo,1
11 de julho de 2020,Excelente,1
30 de setembro de 2018,Eu estou fazendo o teste pela a primeira vez fiquei muito feliz pois consegui caminhar 6km,1
30 de setembro de 2018, Muito bom,1
17 de abril de 2019,muito bom,1
26 de agosto de 2020,Muito daora,1
15 de abril de 2020,Excelentes,1
20 de agosto de 2019,ótimo,1
30 de dezembro de 2020,Muito bom gostei,1
31 de maio de 2019,Instalei e analisei o app,1
31 de maio de 2019, E por causa das minhas conclusões me senti compelido a começar uma sessão de caminhadas,1
27 de junho de 2020,muito bom,1
2 de novembro de 2018,Muito ótimo,1
2 de novembro de 2018, Desfrutem deste App,1
15 de agosto de 2020,Muito bom,1
15 de fevereiro de 2019,amei esta me ajudando muito com a minha caminhada,1
1 de setembro de 2020,Ótimo,1
14 de abril de 2019,Aplicativo perfeito para quem quer emagrecer um pouco ou contar quantos passos/KM faz por dia,1
27 de maio de 2019,muito interessante,1
27 de maio de 2019, Bom,1
14 de janeiro de 2021,Muito bom o app,1
11 de julho de 2019,cool,1
3 de julho de 2018,Muito bom esse aplicativo,1
7 de novembro de 2020,Showwwww,1
7 de novembro de 2020, Parabens aos desenvolvedores,1
6 de maio de 2020,Aplicação bem feita,1
6 de maio de 2020, Muito funcional,1
15 de outubro de 2020,Ótimo app,1
8 de dezembro de 2020,Show,1
29 de julho de 2020,Bom,1
14 de outubro de 2020,Muito legal,1
14 de outubro de 2020, O app é um incentivo a mais para continuar com os exercícios,1
