DATA,COMENTÁRIO,CLASSIFICAÇÃO
2020-02-07,"MyFitnessPal Vai vender todos os seus detalhes pessoais sobre seu estilo de vida a muitas outras empresas para ganhar mais dinheiro, porque o que eles têm de anúncio em seu aplicativo de você não é bom o suficiente",5
2020-02-05,-,5
2020-02-05,"A quantidade foi dedecuted, quando tentou rrach fora de serviço ao cliente, a chamada nunca foi conectado pior serviço, minha conta está fechada, mas minha assinatura ainda está ativo e valor está sendo deduzido, eu escrevi um e-mail você, mas nenhuma resposta",5
2020-02-04,Arrancar ainda cancelou tenho cobrado,5
2020-02-03,Eles forçá-lo a aceitar um acordo afirmando que eles podem vender seus dados sensíveis e para países fora de sua casa,5
2020-02-03,-,5
2020-02-03,"Você é louco? Eu deveria ter sido capaz de cancelar antes do meu teste gratuito de 30 dias terminou, eu não podia",5
2020-02-03,"Agora, este aplicativo tem me cobrado e eu ainda não pode cancelar",5
2020-02-02,Isto foi encontrado como uma violação de segurança no meu relatório de crédito,5
2020-01-29,Você não pode criar uma conta sem lhes dar consentimento para usar seus dados sensíveis,5
2020-01-29,Myfitnesspal sofreu uma violação de dados que eles não alertam os usuários para que incluiu endereço de e-mail e senha,5
2020-01-28,"No entanto, os consentimentos dados que tinham de ser acordado para continuar usando o aplicativo incluído dando permissão para transferir meus dados para os EUA, que tem leis menos rígidas em torno de seu uso",5
2020-01-28,"Isso inclui compartilhar informações pessoais, como data de nascimento, peso, altura etc",5
2020-01-28,Eu tenho que grau a minha opinião como acabo de receber de spam no endereço único que dei a esta empresa,5
2020-01-27,Meu e-mail foi cortado através desta aplicação,5
2020-01-27,nome de usuário e senha roubada,5
2020-01-25,Insatisfeito com o compartilhamento de dados,5
2020-01-24,Cobrado para inexistente compra / subscrição,5
2020-01-24,Eu não estava usando o aplicativo (tem a versão livre) ainda enquanto estou fora compras de supermercado (não usando o meu telefone ou o app) eu recebo um e-mail dizendo que minha conta bancária foi cobrado R $ 104,5
2020-01-24,-,5
2020-01-21,os caras têm retirado dinheiro da minha conta sem forno lembrando-me em não há nenhuma maneira de chamá-los uma vez que eles não têm qualquer número exato para que possamos chamá-los de que estou realmente sentindo enganado,5
2020-01-21,Eu nunca pedir o serviço premium e você cobrada meu cartão de 79,5
2020-01-21,Eu apreciaria se você cancelar a compra premium e reembolsar os meus cartões,5
2020-01-21,Ele pode roubar suas informações pessoais,5
2020-01-20,Eu quero o meu dinheiro de volta como eles me cobraram US $ 65 NZD quando eu não queria uma assinatura ano inteiro,5
2020-01-18,Eu estava usando este aplicativo para 2 anos até que ficou cortada para dentro e quando os hackers tem um porão de minha informação eu deletei o aplicativo,5
2020-01-18,Ainda usando minhas informações na web escuro,5
2020-01-18,-,5
2020-01-18,Esta é uma invasão de privacidade,5
2020-01-17,"Eu tive que re-instalá-lo no meu celular, e agora está exigindo uma quantidade ridícula de acesso, bem como me dizendo que eu tenho que concordar com o envio meu ""dados pessoais sensíveis"" para fora do país para o aplicativo para trabalho",5
2020-01-17,"😕 Não há necessidades de aplicativos contador de calorias que muitas permissões e este acesso muito unmonitored a dados pessoais, só para me dizer quantos carboidratos / calorias / sódio está em uma banana",5
2020-01-16,-,5
2020-01-09,Eles me cobraram US $ 55 hoje sem o meu consentimento declarando que seja a partir de 2017,5
2020-01-09,Observe as suas carteiras em torno desses golpistas e certifique-se de verificar se você extratos de contas,5
2020-01-09,Eu não usei isso desde outubro e agora de repente eu estou sendo cobrado,5
2020-01-07,"99 da minha conta mesmo thoughi apagado dos tempos de aplicativos atrás! Eu já cancelou a assinatura, mas não consigo encontrar como obter um reembolso!",5
2020-01-07,-,5
2020-01-06,Meu e-mail foi comprometida através do meu aplicativo pal de fitness,5
2020-01-04,"Este aplicativo é uma farsa, optei para teste gratuito e eles instantaneamente deduzido um custo mês",5
2020-01-04,"Então, essas pessoas não permitirá que você cancelar a sua assinatura",5
2020-01-03,Foi acusado por algo que eu não uso,5
2020-01-02,"Estou chateado me foi oferecido um teste gratuito, mas teve que entrar informações do meu cartão assim que eu fiz e depois eles me cobrado 99",5
2020-01-02,99 dólares! Eu não gosto de ser enganado e eu quero meu dinheiro de volta na íntegra! Eu nunca vai se inscrever para qualquer outra coisa por esses artistas ppl Total de embuste 😡,5
2020-01-02,Eles tentaram me forçar a concordar com o processamento de dados por nenhuma boa razão,5
2020-01-01,"As forças de aplicativos que você dê permision de compartilhar seus dados (não só com eles, mas também com terceiros) para abrir uma conta, dizendo que ""você pode alterar as configurações a qualquer momento""",5
2020-01-01,"Então, basicamente, este aplicativo oferece nenhuma opção privacidade e tenta enganar as pessoas a pensar que eles fazem",5
2020-01-01,-,5
2020-01-01,CUIDADO! de repente me encontrei com uma assinatura muito caro que eu não consigo cancelar,5
2020-01-01,farsa total de fkn CUIDADO !!,5
2020-01-01,O aplicativo leva US $ 10 sem uma declaração ou advertência,5
2019-12-31,Devido à exigência ultrajante para todos os meus dados pessoais sejam armazenados em um país que iria usá-lo para me perseguem Eu apaguei a minha conta,5
2019-12-29,"Menos e menos atualizações, juntamente com mais e mais invasão de privacidade e coleta de dados",5
2019-12-28,Não é possível cancelar assinatura !!!!!! Pare de me cobrando !!!!!!,5
2019-12-25,I foi cobrado sem o consentimento,5
2019-12-24,Obrigado por me roubar,5
2019-12-24,Minha conta foi hackeado e informações vazadas,5
2019-12-24,-,5
2019-12-23,-,5
2019-12-22,-,5
2019-12-19,-,5
2019-12-18,Assinaturas tomado £ 40 sem qualquer notificação,5
2019-12-18,MyFitnessPal fez compras de assinaturas não autorizadas! $ 10,5
2019-12-18,Eu mal abrir uma conta e eu recebo uma notificação de que informações da minha conta está na web através do meu serviço de monitoramento de crédito,5
2019-12-17,"este aplicativo apenas tentou deduzir minha conta bancária para uma conta premium a partir de 2017 que eu nunca autorizou, em primeiro lugar",5
2019-12-17,Requer muita informação pessoal,5
2019-12-17,"não receber um aviso antes que o aplicativo me cobrado, muito insatisfeito com o serviço",5
2019-12-16,Este aplicativo é uma farsa,5
2019-12-16,Nunca uma vez tinha me inscrevi para o prémio e eu não posso cancelá-lo,5
2019-12-15,Scam para obter suas informações,5
2019-12-14,Esta empresa não se preocupa com sua privacidade,5
2019-12-14,Sistema foi violado e informações pessoais de todos em seu servidor vazou na web escuro,5
2019-12-14,Eu estava carregada automaticamente para uma renovação de assinatura sem notificação ou permissão,5
2019-12-13,Meu amigo desmaio teve uma quebra data e minha informação foi exposto por causa deles,5
2019-12-13,"Cancelado, ainda tenho cobrado",5
2019-12-13,Este aplicativo me cobrado para as minhas contas bancárias e eu nem sequer se inscrever para prêmio,5
2019-12-13,-,5
2019-12-12,Eu me inscrevi para assinatura mensal e foi acusado por um ano inteiro,5
2019-12-11,"Eu me inscrevi para teste gratuito mês, então eles me cobrado por uma assinatura anual que eu não inscrever para! Agora eu não posso pagar meu aluguel 😡 $ 64?!?! eu quero um reembolso",5
2019-12-11,Incapaz de levá-lo a parar de me cobrar por uma assinatura,5
2019-12-10,O único app que eu já foi cortado em,5
2019-12-10,Segurança e privacidade não é bom em tudo,5
2019-12-09,-,5
2019-12-08,Este aplicativo deu a minha informação para a web escura,5
2019-12-07,-,5
2019-12-06,"Para utilizar o aplicativo, você deve concordar com todos os termos e condições, com está enviando suas informações sensíveis aos EUA e sabe-se lá quem",5
2019-12-04,"Você carregada, sem sequer enviar um lembrete de que, obviamente, é uma farsa",5
2019-12-04,Eu estou sendo cobrado por uma conta Premium que eu não posso acessar mais,5
2019-12-03,e então eles foi hackeado e perdeu os dados de todos os seus usuários,5
2019-12-03,"violação de dados em fevereiro 2018 lancei meu e-mail, nome e senha para a web escura",5
2019-12-03,-,5
2019-12-03,"Hoje, sem qualquer conhecimento prévio deduzem 3100 RS da minha conta",5
2019-12-02,Too pública e exige a partilha demais dados pessoais e etc,5
2019-11-30,Ou o aplicativo vendido detalhes da minha conta ou vazou-los,5
2019-11-30,"Agora, o endereço de e-mail exclusivo usado para este aplicativo é parte de uma lista de e-mail embuste / spam",5
2019-11-30,Eu sou incapaz de controlar a forma como os meus dados é usado de uma forma que me deixa confortável,5
2019-11-28,Acabei de assinar para o teste gratuito e você me cobrado todo o suscription,5
2019-11-28,Automaticamente me cobraram US $ 57,5
2019-11-25,"Tentou teste de 30 dias grátis e foi cobrado um ano cheio de $ 50 + e agora, aparentemente, não pode obter um reembolso embora I cancelada um dia após o julgamento terminou",5
2019-11-25,Pede para transferir ur dados pessoais no exterior e quer compartilhar com as empresas para o lucro !!,5
2019-11-24,"Eu gosto do aplicativo, mas quando eu comprei o prémio conta I foi cobrada para o ano maldito cheio! Eu tinha clicado para mensal, mesmo duplo verificado para se certificar",5
2019-11-24,Quando eu tentei cancelar minha assinatura não disse nada sobre um reembolso e declarou a minha assinatura seria sobre 23 de novembro de 2020,5
2019-11-23,"levou US $ 65 da minha conta, sem aviso",5
2019-11-22,"Não baixar este aplicativo! Eles automaticamente cobrada me US $ 50 para a assinatura anual sem a minha permissão! Eu não estava ciente que haveria uma taxa envolvidos, porque eu nem sequer optar para os recursos premium",5
2019-11-22,Eles nem sequer me dar um aviso! Também eles não vão me dar um reembolso! Isso é péssimo US $ 50 para um aplicativo que não planeja usar! Google tem de fazer melhor com a sua política de reembolso! Inaceitável!,5
2019-11-21,"Dados violação fevereiro 2018, nunca foi notificada",5
2019-11-20,Eu estive pagando por meses para um serviço que eu não uso mesmo,5
2019-11-19,Muito frustrado sobre isso como eu estou pagando por um app que eu não estou usando,5
2019-11-18,-,5
2019-11-18,Eu não aprecio todo o phishing para informações petsonal,5
2019-11-17,Eu desinstalado-lo depois que ele me cobrado para o ano inteiro sem minha aprovação,5
2019-11-17,O aplicativo deve ter confirmado comigo antes de deduzir o dinheiro da minha conta,5
2019-11-16,"Aparentemente, este aplicativo foi encontrado para ter violado minha informação pessoal, ou tinha usado o meu endereço de e-mail",5
2019-11-14,-,5
2019-11-14,-,5
2019-11-14,Não impressionado para descobrir a partir de um terceiro partido que a minha informação foi violado por este aplicativo e não foi contatado pelo aplicativo sobre a violação,5
2019-11-11,"Canceladas mais de um ano atrás, e eles ainda estão cobrando",5
2019-11-11,me cobra mensal para uma assinatura que eu nunca quis,5
2019-11-11,"Como profissional que é? I foi primeiro verificar a aplicação e é o uso do que eu teria ido para inscrição paga mais tarde, mas vocês me cobrado para teste gratuito também",5
2019-11-09,"Assinei por uma assinatura mensal prémio, esperando um julgamento mensal livre, como prometido, mas em vez disso, acabou pagando o valor total para o mês",5
2019-11-09,O aplicativo ou website is not me dar a opção de cancelar,5
2019-11-09,-,5
2019-11-08,"Quero baixar este aplicativo novamente, porque ele é realmente bom, mas descobri que minhas informações pessoais vazou em um hack em fevereiro 2018",5
2019-11-08,App intenção de roubar dados pessoais,5
2019-11-08,O dinheiro foi tirado de minha conta antes do meu teste gratuito terminou,5
2019-11-07,Não use this app i foi vítima de thier corte e tem todas as minhas informações,5
2019-11-05,Depois de 24 horas que me wantes a aceitar thr data pessoal e sensível para ser compartilhado fora do thr país em nome de menores de fitness armadura,5
2019-11-04,Meu amigo aptidão exposta minha senha a uma fonte desconhecida que tentou me atingir por dinheiro,5
2019-10-30,Vai cobrar £ 40 depois de um julgamento porque você não pode cancelar AS VAI PARA A FORÇA DE VENDAS DESK página em vez,5
2019-10-30,Meu endereço de e-mail foi roubado através de uma violação de dados na MyFitnessPal,5
2019-10-29,"Eu tinha tomado uma assinatura mensal bt desinstalado o aplicativo e não querem continuar com o meu serviço, ainda os deduz app Rs650 cada conta mês feomy e não parece haver nenhuma maneira de parar esse",5
2019-10-28,Por que não posso cancelar minha assinatura! Eu não dou permissão para que o dinheiro a ser retirado da minha conta,5
2019-10-25,Este aplicativo teve uma violação de dados e enviou a minha informação de acordo com a fonte de segurança,5
2019-10-25,Minhas informações pessoais foi comprometida usando este app! Por razões de segurança! Não use este APP! informações pessoais são utilizadas no Darkweb depois de usar este ap! CUIDADO!,5
2019-10-23,"Será que os dados não protege, causou enorme vazamento",5
2019-10-22,É impissible cancelar a conta e impossível chegar a qualquer pessoa ou se comunicar com o serviço ao cliente,5
2019-10-21,dinheiro me cobrado eu não concordar com,5
2019-10-19,Eu tenho uma notificação do transunion que o meu endereço de e-mail e informações tinham sido vendidos na web escuro por este aplicativo,5
2019-10-19,Eu nunca soube que eu tinha prémio na minha conta e do nada a sua tomada £ 39,5
2019-10-18,Senhas ficou cortada por causa deste app,5
2019-10-16,App obriga a aceitar a política de coleta de dados razoável - Partilha de dados para outros países,5
2019-10-11,Estou muito infeliz que este aplicativo foi violado,5
2019-10-11,Recebi um email hoje de um hacker dizendo que ele sabia que minhas senhas (que fez) e que ele tinha entrado em todas as minhas coisas,5
2019-10-11,"Eu não estou caindo para ele como eu realmente não estou certo que há muito lá, mas ele conseguiu minhas senhas (a partir de sua 2,018 violação, FirefoxMonitor confirmado) e é uma dor enorme ter que mudar, literalmente, uma centena deles",5
2019-10-10,-,5
2019-10-08,Todos usando esta aplicação deve ter em mente que esta empresa tinha uma violação de dados fev 2019 e todos os e-mails e senhas foram comprometidas e eu foi notificada pela Lifelock,5
2019-10-06,Eles vazou todas as suas informações clientes,5
2019-10-04,É um aplicativo terrível que forçosamente leva suas informações de cartão de crédito e não confirmar antes de faturar você por um ano,5
2019-10-02,"E sim, 150 milhões de contas foram invadidas, como resultado",5
2019-10-01,Eu tinha o meu e-mail vendidos a partir deste aplicativo,5
2019-10-01,"USUÁRIOS Cuidado, este aplicativo é registrado como Dark Web, minha pontuação de crédito DESCEU por causa deste app sendo usado para QUEBRA EM MEUS EMAILS !! ESTAR CIENTE DE aplicativos como esse",5
2019-09-30,Este aplicativo vende suas informações para a web escura,5
2019-09-26,Este aplicativo surgiu no meu relatório de crédito como a postar minhas informações na web,5
2019-09-26,"Dados cortar muito? Got notificado meu e-mail e, possivelmente, a senha foram cortados através deste app!",5
2019-09-22,-,5
2019-09-22,Eles permitiram que os meus dados pessoais a ser violado,5
2019-09-22,informações de login nesta exposição de dados aplicativo sofreu incluindo nomes de usuários e senhas,5
2019-09-21,"Completamente irritada que em 2019 houve uma violação de dados, houve um corte e um monte de nossas informações foi vendida para a Web escuro muito obrigado minha forma física pal por não notificar qualquer um de nós e nos informar sobre este",5
2019-09-19,"Em 2018, meu amigo aptidão foi violado por hackers, que, em seguida, vendidos informações do cliente para a web escura",5
2019-09-19,"O meu era, infelizmente, que foi comprada e vendida",5
2019-09-19,"E ontem à noite, a minha mídia social foi hackeado e elas fingiu ser eu, pedindo às pessoas para dinheiro",5
2019-09-19,Nós não foram notificados dessa qualquer violação,5
2019-09-16,Eles enganados me fora de uma assinatura meses,5
2019-09-16,violação de segurança permitindo que endereços de e-mail para ser lançado,5
2019-09-15,Não é bom tem um hit de crédito dizendo que este aplicativo foi conectado à web escuro,5
2019-09-15,"Meu me cobrado automaticamente £ 40 para o prémio de 1 ano, sem qualquer consentimento! Disgustingly eles nem sequer me dar um reembolso e confia em mim",5
2019-09-15,obrigado por selled minhas datas para a web escura para o seu mau segurança e sua aplicação unusless,5
2019-09-14,Não usar este aplicativo compromete senhas e e-mails,5
2019-09-14,Meu endereço de e-mail está na web escuro agora devido à violação de dados,5
2019-09-14,E eu tenho recebido e-mails que tentam dinheiro extorquir de mim como resultado,5
2019-09-13,"É um aplicativo bom, mas foi hackeado",5
2019-09-13,violação de dados e todas as minhas informações foi em algum lugar,5
2019-09-12,-,5
2019-09-08,A violação de dados maciça inicialmente transformaram me deste app,5
2019-09-07,"I foi cobrado US $ 50 através do Google pay eu não autorizar a versão de teste Eu só tinha a versão gratuita por quase 3 anos que eu perdi mais de 80 lb usando o aplicativo, mas agora eu quero desinstalá-lo muito desapontado",5
2019-09-06,Este aplicativo foi violado em 01 de fevereiro de 2018,5
2019-09-06,"Nossas senhas, endereços de e-mail, nomes de usuários e endereços IP foram comprometidos",5
2019-09-06,99 para ele antes da assinatura de avaliação gratuita foi para cima e eu não tinha permissão para obter um reembolso,5
2019-09-06,I concordou em pagar cinco dólares e demorou 59 da minha conta para a subscrição ano! Estou furioso eu nunca concordei com o ano i concordou com o pagamento mensal e quero MINHA PARTE TRASEIRA DO DINHEIRO este é fraudulenta e eu vou ter certeza de que isso nunca aconteça novamente,5
2019-09-03,-,5
2019-08-31,I foi cobrado sem mesmo saber sobre ele,5
2019-08-31,Foi cobrado um valor para assinatura que eu não concordava muito,5
2019-08-30,Vai deixar usá-lo para exatamente um dia antes de exigir que você desistir de todos os seus direitos à protecção de dados e permitir que tudo seja enviado para os EUA,5
2019-08-29,Não se inscrever! I foi cobrada para 2 assinaturas (sem a minha autorização),5
2019-08-29,PARTES parar de vender o meu pessoal INFO para o terceiro (ou se você tem uma outra violação?),5
2019-08-28,É roubar o meu dinheiro sem minha permissão,5
2019-08-28,"Foi cobrada para o julgamento livre de 30 dias, logo que eu inscrevi",5
2019-08-27,O irritante é inaceitável e apenas leva para casa a invasão de privacidade,5
2019-08-27,Graças a este aplicativo meu e-mail foi sinalizado na web escuro,5
2019-08-26,Este aplicativo exposta meu e-mail e senha para a WEB ESCURO,5
2019-08-26,"Meu bloqueio VIDA me alertado e eu era capaz de mudar a minha senha, mas vários relatórios de crédito ligação tudo de volta para este aplicativo não use!",5
2019-08-25,Ele vende seu endereço de e-mail sem a sua permissão,5
2019-08-25,"Não é seguro, não baixe!",5
2019-08-24,-,5
2019-08-24,Acabei de verificar minha conta bancária e descobriu que eu tenho sido cobrado mais de US $ 50 por minha aptidão Pal (eu nem sequer utilizado o aplicativo em mais de um mês),5
2019-08-24,Eu comecei a ficar um monte de golpes enviados para o e-mail i deu myfitnesspal,5
2019-08-24,"Eles vendem suas informações pessoais para os EUA, não importa que país você está em",5
2019-08-22,Eles compartilham suas informações na web escuro,5
2019-08-22,"Não use! O aplicativo pede-lhe para aceitar todas consentimento seus dados que explicam os seus dados pessoais sensíveis serão enviados para os EUA e para as empresas de fitness, mas pode optar por sair mais tarde, na tentativa de opt out me disseram que eu tenho que apagar toda a minha conta e parada usando o aplicativo",5
2019-08-21,não permitirá que você use até que você dá cargas de dados pessoais -overly intrusivas - evite,5
2019-08-21,Meu e-mail foi comprometida e colocar no bseecause dark web de uma violação de segurança,5
2019-08-21,"De acordo com a creditar sábio, que vazou o meu endereço de e-mail na web escuro",5
2019-08-20,Este aplicativo foi relatado que ele comprometido meu e-mail,5
2019-08-20,"Desde a sua violação de dados, recebo tantos e-mails de spam",5
2019-08-20,"Não só isso, mas de acordo com pesquisa dark web da Experian, o meu e-mail pode ser encontrado em sites numerosos escuras",5
2019-08-19,"não permite que você cancelar uma assinatura e, em seguida, carrega-o aleatoriamente 64 dólares quando você não precisa nem usar o aplicativo mais",5
2019-08-19,99nzd da minha conta sem autorização,5
2019-08-17,Violação de dados! Meu endereço de e-mail foi roubado a partir deste aplicativo,5
2019-08-17,App foi hackeado e informações do cliente foi lançada,5
2019-08-15,"violação de dados Janeiro de 2018, notificado março 2018",5
2019-08-15,Nunca subscrito para o prémio e ainda assim eles me inscreveu para a versão premium sem qualquer notificação,5
2019-08-14,"Razão para o vazamento de minhas credenciais, a sua seleção na HaveIbeenPwned",5
2019-08-14,Não pode cancelar o prémio e foi cobrado por ele!,5
2019-08-13,"É cobrada para inscrição é gratuita! minhas extremidades livres de um mês no dia 16 de agosto, mas eu tenho apenas cobrado £ 7",5
2019-08-12,"este aplicativo não valia a pena a minha memória do telefone, ou os 53 usd tomaram de mim",5
2019-08-12,Meu roubo de identidade indicado e-mails e dados Este aplicativo scans dentro de e-mails,5
2019-08-12,"Para minha surpresa eles foram deduzindo meu cartão de crédito por 6 meses agora, então eu imediatamente traçar como cancelar este aplicativo",5
2019-08-12,Meu e-mail e senha foram expostos à web escuro após a violação de dados no ano passado,5
2019-08-11,dinheiro para a adesão prémio deduzido sem intimatiom,5
2019-08-10,Experian informou-me que a minha informação pessoal foi vazado para a web escura através desta aplicação,5
2019-08-10,"Ao verificar minha pontuação de crédito, houve um alerta na minha história dizendo que meu endereço de e-mail foi comprometida e foi em cima da WEB ESCURO !? (Felizmente minha senha não foi exposto) A fonte? Este APP- Meu amigo aptidão",5
2019-08-10,como faço para obter um reembolso? Eu não estava ciente que isto ia ser cobrado etc e não precisava autorizar,5
2019-08-09,Este aplicativo comprometido o meu endereço de e-mail e foi encontrado na web escuro,5
2019-08-09,O que posso dizer? Meu e-mail e senha foi vazado através de um hack que aconteceu no seu servidor de aplicações,5
2019-08-09,"Agora, o que me faz pensar, é o meu e-mail ainda segura de usar? tem informações mais pessoal foi vazado que eu não estou ciente?",5
2019-08-08,"palavra recebi do meu agência de crédito que a minha informação foi divulgada, isto é o meu endereço de e-mail, para sites de darkweb",5
2019-08-07,Eles irão manter o seu cartão de crédito e tentar usá-lo para cobrar-lhe mais e mais,5
2019-08-06,"Eu cancelei minha livre de 30 dias julgamento, mas eles ainda me cobrado taxas anuais superiores",5
2019-08-06,"A minha experiência é um absurdo vocês colocar um pagamento mensal e você acaba tomando R699 que é anual de uma só vez, eu exijo um reembolso e cancelar seu aplicativo agora",5
2019-08-05,-,5
2019-08-05,Foi muito nele até que eu descobri do meu monitor de mercado negro que de alguma forma a minha informação foi divulgada por myfitness,5
2019-08-04,tentando cacel isso antes de renovação e se envia a você em um círculo de volta para gerenciar página de assinaturas e eu NÃO PODE CANCELAR ESTE !!! FRAUDAR,5
2019-08-02,-,5
2019-08-01,"Era bom até que eles tentaram forçar recolher todos os dados, não permitindo que você para rejeitar a coleta de dados",5
2019-08-01,"Este aplicativo vende suas informações na web escuro, eu tenho um alerta de e-mail alguns dias atrás me aconselhando que este aplicativo fez isso com a minha info! Eu desinstalei e aconselhar as pessoas a não usar esse app!",5
2019-08-01,Eu só tinha de denunciar este aplicativo para a polícia depois que meu dados vazou e todos os meus e-mails foram hackeados,5
2019-08-01,"Aparentemente, eles vazaram milhões de informações povos tão bye bye minha forma física pal!",5
2019-08-01,Eu não tenho acesso imediato a cancelar uma assinatura de adesão Premium I foi emitido gratuitamente,5
2019-08-01,Só tenho um alerta de crédito que o meu endereço de e-mail foi comprometida e encontrado na web escuro por causa deste app,5
2019-07-31,Não use eles foram violados,5
2019-07-31,Seu amigo aptidão teve uma quebra em fevereiro e você vazou o meu endereço de e-mail para fora devido ao seu problema de segurança e hoje eu tenho uma nota da minha empresa de cartão de crédito que é muito respeitável,5
2019-07-31,"e que também usa creditwise ligado à ele, que me enviou um ""Alerta Dark Web"" e eles encontraram o meu e-mail em ""The Dark Web"" on 12 de julho de 2019",5
2019-07-31,Sua informações vendida para a web escura,5
2019-07-31,Violação de privacidade! Fui alertado de que seus registros foram violados em fevereiro,5
2019-07-31,"deste ano e novamente hoje a minha informação foi encontrada em sites scammer web, ligando de volta para este aplicativo",5
2019-07-31,tem apenas uma notificação de que este aplicativo vende informações na web escuro,5
2019-07-30,** Se você é um Long-Term mudar o usuário SUA SENHA ** (especialmente se você usá-lo em outro lugar) Esteja ciente de que eles tinham uma violação de dados no ano passado que eles não se preocupam em fazer as pessoas devidamente ciente de,5
2019-07-30,"Eu tive recentemente um e-mail golpe chantagem com minha senha myfitnesspal como o cabeçalho, se eu não tivesse recebido essa eu não iria até mesmo sabe sobre a violação! Eu disse serviços ao cliente que não tinha feito as pessoas conscientes como eles devem ter, mas eles não parecem se importar 🤷♀️ colocou-me a usá-lo tbh",5
2019-07-30,Eles tiveram uma violação de dados,5
2019-07-30,NÃO É SEGURO!!! Fui informado pelo meu crédito e serviços de alerta de fraude que a minha informação pessoal foi violado fora de MyFitnessPal,5
2019-07-30,A sua informação não é segura,5
2019-07-29,Você está brincando? Grande underarmor fica para roubar informações sobre você e fazer a receita mensal fora de você,5
2019-07-29,estava envolvido em uma violação de dados a partir deste aplicativo especificamente de acordo com a minha monitoramento de crédito,5
2019-07-27,"meu e-mail foi comprometida depois de usar este aplicativo, Crédito relatório mostrou que este aplicativo foi o problema",5
2019-07-27,"Originalmente baixado, mas parou de usá-lo e, em seguida, descobri que eles estavam envolvidos I uma violação de dados que causou a minha conta de e-mail para ser cortado",5
2019-07-27,Ainda sofrendo com a violação de dados,5
2019-07-27,minha informação está na Web escuro e eu estou recebendo e-mails de spam que querem bitcoin,5
2019-07-27,Não download! eles foram cortados Estou constantemente recebendo alertas de minhas empresas de cartão de crédito e banco que minha informação foi cortado de uma violação de segurança MyFitnessPal,5
2019-07-27,Informações entrou em este aplicativo é na web escuro,5
2019-07-27,Eles se toda a sua base de dados hackeado,5
2019-07-27,i desinstalado meu aplicativo e sua ainda me cobrado para a adesão,5
2019-07-26,Cancelei julgamento e ainda retirou dinheiro da minha conta,5
2019-07-26,Só descobri através IDNotify / Experian que a minha informação de login foi roubado off MyFitnessPal,5
2019-07-26,"MyFitnessPal vendi minha informação pessoal, incluindo; E-mail, ID de usuário, senha, idade, localização e outras formas de informações pessoais que a aplicação pede",5
2019-07-26,"informação pessoal que poderia tornar-me uma vítima de roubo de identidade ou muito pior, está em roaming na web escuro",5
2019-07-26,NÃO BAIXAR Eles vendem seus sites informações pessoais para NO ESCURO WEB !!! Eu só comecei recentemente um cartão de crédito e ele e as verificações de aplicativos para ver se eu qualquer das minhas informações pessoais foi comprometida e ele mostrou um alerta de que este aplicativo comprometido o meu endereço de e-mail e quer deu ou vendeu para a web escura,5
2019-07-26,Eles vendem suas informações pessoais,5
2019-07-25,"Não baixar !! dei o meu e-mail para scammers !!! tem um alerta de minha empresa de cartão de crédito dizendo que este aplicativo colocar o meu endereço de e-mail para o ""web escuro",5
2019-07-25,violação -1 ☆ Online em aptidão Pal,5
2019-07-25,Meu e-mail foi comprometida,5
2019-07-25,Como cancelar a inscrição deste aplicativo? Minha acc deduzir automaticamente sem permissão,5
2019-07-24,Recebeu palavra do meu crédito monitoramento serviço que minhas informações waa encontrado na web escuro devido a uma brecha de dados com MyFitnessPal,5
2019-07-24,"Ou você vendeu o meu endereço de e-mail ou você foi hackeado, mas estou recebendo spam a partir do endereço de e-mail exclusivo I usado para registrar com você",5
2019-07-23,Eu só tenho a palavra através de uma fonte respeitável que este aplicativo foi cortado e meu endereço de email foi encontrado na web escuro,5
2019-07-23,Vergonha em você por não me notificando foram cortados !!,5
2019-07-23,O site MyFitnessPal e / ou aplicação foi comprometido e está vazando endereço de e-mail (e possivelmente outros) informações,5
2019-07-23,"im vai tentar pal de fitness a versão gratuita só que NÃO ESTÁ LIVRE, porque eles só levou 10",5
2019-07-23,A subscrição durar até 23 de agosto e que apenas levou meu dinheiro prematuramente,5
2019-07-22,Este aplicativo é o maior golpe já,5
2019-07-22,eles coletam dados e fazer u concordar com todos os termos e condições sobre eles recolher os seus dados pessoais e compartilhá-lo com ninguém que eles querem,5
2019-07-22,Tem um alerta para a minha informação estar pessoal on Dark Web não é agradável,5
2019-07-22,o download do aplicativo e eles lançaram minha informação na web escuro,5
2019-07-22,"minha informação foi cortado do seu aplicativo novamente! Não use este APP, A MENOS QUE VOCÊ QUER SUA INFORMAÇÃO NO ESCURO WEB",5
2019-07-22,"Por favor, não instalar este aplicativo Acabei de receber um e-mail pelo capital um dizendo que o meu amigo aptidão vendido a minha informação pessoal à web escuro",5
2019-07-22,"Eu tenho um alerta de meus monitoramento de crédito / identidade alertas de roubo que meu e-mail e senha havia sido exposta, possivelmente na web escuro",5
2019-07-22,Eles tinham uma violação e exposto senhas e e-mails,5
2019-07-22,Minha empresa de cartão de crédito me enviou um aviso sobre a violação,5
2019-07-22,yeaaahhh só tenho um alerta da minha empresa de cartão de crédito que este aplicativo tentou forçar seu caminho para o meu e-mail para informações pessoais sem o meu conhecimento e eu havent usado isso em um tempo,5
